年,品目,都道府県,作付面積・収穫面積（a）,出荷量（千本、千鉢、千球）
1989,鉢もの類_ベゴニア類,熊本県,NA,NA
1990,鉢もの類_ベゴニア類,熊本県,13,9
1991,鉢もの類_ベゴニア類,熊本県,17,10
1992,鉢もの類_ベゴニア類,熊本県,34,29
1993,鉢もの類_ベゴニア類,熊本県,50,42
1994,鉢もの類_ベゴニア類,熊本県,46,34
1995,鉢もの類_ベゴニア類,熊本県,42,32
1996,鉢もの類_ベゴニア類,熊本県,46,27
1997,鉢もの類_ベゴニア類,熊本県,72,185
1998,鉢もの類_ベゴニア類,熊本県,92,195
1999,鉢もの類_ベゴニア類,熊本県,NA,NA
2000,鉢もの類_ベゴニア類,熊本県,NA,NA
2001,鉢もの類_ベゴニア類,熊本県,NA,NA
2002,鉢もの類_ベゴニア類,熊本県,NA,NA
2003,鉢もの類_ベゴニア類,熊本県,NA,NA
2004,鉢もの類_ベゴニア類,熊本県,NA,NA
2005,鉢もの類_ベゴニア類,熊本県,NA,NA
2006,鉢もの類_ベゴニア類,熊本県,NA,NA
2007,鉢もの類_ベゴニア類,熊本県,NA,NA
2008,鉢もの類_ベゴニア類,熊本県,NA,NA
2009,鉢もの類_ベゴニア類,熊本県,NA,NA
2010,鉢もの類_ベゴニア類,熊本県,NA,NA
2011,鉢もの類_ベゴニア類,熊本県,NA,NA
2012,鉢もの類_ベゴニア類,熊本県,NA,NA
2013,鉢もの類_ベゴニア類,熊本県,NA,NA
2014,鉢もの類_ベゴニア類,熊本県,NA,NA
2015,鉢もの類_ベゴニア類,熊本県,NA,NA
2016,鉢もの類_ベゴニア類,熊本県,NA,NA
2017,鉢もの類_ベゴニア類,熊本県,NA,NA
2018,鉢もの類_ベゴニア類,熊本県,NA,NA
2019,鉢もの類_ベゴニア類,熊本県,NA,NA
2020,鉢もの類_ベゴニア類,熊本県,NA,NA
2021,鉢もの類_ベゴニア類,熊本県,NA,NA
1985,鉢もの類_ベゴニア類,大分県,29,32
1986,鉢もの類_ベゴニア類,大分県,NA,NA
1987,鉢もの類_ベゴニア類,大分県,NA,NA
1988,鉢もの類_ベゴニア類,大分県,26,78
1989,鉢もの類_ベゴニア類,大分県,NA,NA
1990,鉢もの類_ベゴニア類,大分県,24,27
1991,鉢もの類_ベゴニア類,大分県,45,44
1992,鉢もの類_ベゴニア類,大分県,36,32
1993,鉢もの類_ベゴニア類,大分県,31,30
1994,鉢もの類_ベゴニア類,大分県,68,69
1995,鉢もの類_ベゴニア類,大分県,NA,NA
1996,鉢もの類_ベゴニア類,大分県,NA,NA
1997,鉢もの類_ベゴニア類,大分県,346,351
1998,鉢もの類_ベゴニア類,大分県,NA,NA
1999,鉢もの類_ベゴニア類,大分県,NA,NA
2000,鉢もの類_ベゴニア類,大分県,NA,NA
2001,鉢もの類_ベゴニア類,大分県,NA,NA
2002,鉢もの類_ベゴニア類,大分県,NA,NA
2003,鉢もの類_ベゴニア類,大分県,NA,NA
2004,鉢もの類_ベゴニア類,大分県,224,248
2005,鉢もの類_ベゴニア類,大分県,172,187
2006,鉢もの類_ベゴニア類,大分県,211,184
2007,鉢もの類_ベゴニア類,大分県,NA,NA
2008,鉢もの類_ベゴニア類,大分県,NA,NA
2009,鉢もの類_ベゴニア類,大分県,NA,NA
2010,鉢もの類_ベゴニア類,大分県,NA,NA
2011,鉢もの類_ベゴニア類,大分県,NA,NA
2012,鉢もの類_ベゴニア類,大分県,NA,NA
2013,鉢もの類_ベゴニア類,大分県,NA,NA
2014,鉢もの類_ベゴニア類,大分県,NA,NA
2015,鉢もの類_ベゴニア類,大分県,NA,NA
2016,鉢もの類_ベゴニア類,大分県,NA,NA
2017,鉢もの類_ベゴニア類,大分県,NA,NA
2018,鉢もの類_ベゴニア類,大分県,NA,NA
2019,鉢もの類_ベゴニア類,大分県,NA,NA
2020,鉢もの類_ベゴニア類,大分県,NA,NA
2021,鉢もの類_ベゴニア類,大分県,NA,NA
1985,鉢もの類_ベゴニア類,宮崎県,107,283
1986,鉢もの類_ベゴニア類,宮崎県,NA,NA
1987,鉢もの類_ベゴニア類,宮崎県,NA,NA
1988,鉢もの類_ベゴニア類,宮崎県,32,38
1989,鉢もの類_ベゴニア類,宮崎県,NA,NA
1990,鉢もの類_ベゴニア類,宮崎県,12,25
1991,鉢もの類_ベゴニア類,宮崎県,15,59
1992,鉢もの類_ベゴニア類,宮崎県,23,25
1993,鉢もの類_ベゴニア類,宮崎県,32,30
1994,鉢もの類_ベゴニア類,宮崎県,32,42
1995,鉢もの類_ベゴニア類,宮崎県,31,49
1996,鉢もの類_ベゴニア類,宮崎県,41,44
1997,鉢もの類_ベゴニア類,宮崎県,51,74
1998,鉢もの類_ベゴニア類,宮崎県,42,64
1999,鉢もの類_ベゴニア類,宮崎県,NA,NA
2000,鉢もの類_ベゴニア類,宮崎県,NA,NA
2001,鉢もの類_ベゴニア類,宮崎県,NA,NA
2002,鉢もの類_ベゴニア類,宮崎県,NA,NA
2003,鉢もの類_ベゴニア類,宮崎県,NA,NA
2004,鉢もの類_ベゴニア類,宮崎県,47,62
2005,鉢もの類_ベゴニア類,宮崎県,NA,NA
2006,鉢もの類_ベゴニア類,宮崎県,NA,NA
2007,鉢もの類_ベゴニア類,宮崎県,NA,NA
2008,鉢もの類_ベゴニア類,宮崎県,NA,NA
2009,鉢もの類_ベゴニア類,宮崎県,NA,NA
2010,鉢もの類_ベゴニア類,宮崎県,NA,NA
2011,鉢もの類_ベゴニア類,宮崎県,NA,NA
2012,鉢もの類_ベゴニア類,宮崎県,NA,NA
2013,鉢もの類_ベゴニア類,宮崎県,NA,NA
2014,鉢もの類_ベゴニア類,宮崎県,NA,NA
2015,鉢もの類_ベゴニア類,宮崎県,NA,NA
2016,鉢もの類_ベゴニア類,宮崎県,NA,NA
2017,鉢もの類_ベゴニア類,宮崎県,NA,NA
2018,鉢もの類_ベゴニア類,宮崎県,NA,NA
2019,鉢もの類_ベゴニア類,宮崎県,NA,NA
2020,鉢もの類_ベゴニア類,宮崎県,NA,NA
2021,鉢もの類_ベゴニア類,宮崎県,NA,NA
1985,鉢もの類_ベゴニア類,鹿児島県,59,65
1986,鉢もの類_ベゴニア類,鹿児島県,NA,NA
1987,鉢もの類_ベゴニア類,鹿児島県,NA,NA
1988,鉢もの類_ベゴニア類,鹿児島県,20,20
1989,鉢もの類_ベゴニア類,鹿児島県,NA,NA
1990,鉢もの類_ベゴニア類,鹿児島県,3,3
1991,鉢もの類_ベゴニア類,鹿児島県,2,2
1992,鉢もの類_ベゴニア類,鹿児島県,5,5
1993,鉢もの類_ベゴニア類,鹿児島県,20,13
1994,鉢もの類_ベゴニア類,鹿児島県,17,17
1995,鉢もの類_ベゴニア類,鹿児島県,50,49
1996,鉢もの類_ベゴニア類,鹿児島県,56,58
1997,鉢もの類_ベゴニア類,鹿児島県,59,54
1998,鉢もの類_ベゴニア類,鹿児島県,47,40
1999,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2000,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2001,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2002,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2003,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2004,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2005,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2006,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2007,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2008,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2009,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2010,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2011,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2012,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2013,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2014,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2015,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2016,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2017,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2018,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2019,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2020,鉢もの類_ベゴニア類,鹿児島県,NA,NA
2021,鉢もの類_ベゴニア類,鹿児島県,NA,NA
1985,鉢もの類_ベゴニア類,沖縄県,23,32
1986,鉢もの類_ベゴニア類,沖縄県,NA,NA
1987,鉢もの類_ベゴニア類,沖縄県,NA,NA
1988,鉢もの類_ベゴニア類,沖縄県,13,17
1989,鉢もの類_ベゴニア類,沖縄県,NA,NA
1990,鉢もの類_ベゴニア類,沖縄県,20,20
1991,鉢もの類_ベゴニア類,沖縄県,30,38
1992,鉢もの類_ベゴニア類,沖縄県,16,21
1993,鉢もの類_ベゴニア類,沖縄県,9,8
1994,鉢もの類_ベゴニア類,沖縄県,8,10
1995,鉢もの類_ベゴニア類,沖縄県,9,12
1996,鉢もの類_ベゴニア類,沖縄県,129,73
1997,鉢もの類_ベゴニア類,沖縄県,13,10
1998,鉢もの類_ベゴニア類,沖縄県,13,9
1999,鉢もの類_ベゴニア類,沖縄県,NA,NA
2000,鉢もの類_ベゴニア類,沖縄県,NA,NA
2001,鉢もの類_ベゴニア類,沖縄県,NA,NA
2002,鉢もの類_ベゴニア類,沖縄県,NA,NA
2003,鉢もの類_ベゴニア類,沖縄県,NA,NA
2004,鉢もの類_ベゴニア類,沖縄県,49,32
2005,鉢もの類_ベゴニア類,沖縄県,NA,NA
2006,鉢もの類_ベゴニア類,沖縄県,NA,NA
2007,鉢もの類_ベゴニア類,沖縄県,NA,NA
2008,鉢もの類_ベゴニア類,沖縄県,NA,NA
2009,鉢もの類_ベゴニア類,沖縄県,NA,NA
2010,鉢もの類_ベゴニア類,沖縄県,NA,NA
2011,鉢もの類_ベゴニア類,沖縄県,NA,NA
2012,鉢もの類_ベゴニア類,沖縄県,NA,NA
2013,鉢もの類_ベゴニア類,沖縄県,NA,NA
2014,鉢もの類_ベゴニア類,沖縄県,NA,NA
2015,鉢もの類_ベゴニア類,沖縄県,NA,NA
2016,鉢もの類_ベゴニア類,沖縄県,NA,NA
2017,鉢もの類_ベゴニア類,沖縄県,NA,NA
2018,鉢もの類_ベゴニア類,沖縄県,NA,NA
2019,鉢もの類_ベゴニア類,沖縄県,NA,NA
2020,鉢もの類_ベゴニア類,沖縄県,NA,NA
2021,鉢もの類_ベゴニア類,沖縄県,NA,NA
1985,鉢もの類_らん類,栃木県,383,223
1986,鉢もの類_らん類,栃木県,532,289
1987,鉢もの類_らん類,栃木県,549,261
1988,鉢もの類_らん類,栃木県,571,413
1989,鉢もの類_らん類,栃木県,687,445
1990,鉢もの類_らん類,栃木県,NA,NA
1991,鉢もの類_らん類,栃木県,NA,NA
1992,鉢もの類_らん類,栃木県,NA,NA
1993,鉢もの類_らん類,栃木県,NA,NA
1994,鉢もの類_らん類,栃木県,NA,NA
1995,鉢もの類_らん類,栃木県,NA,NA
1996,鉢もの類_らん類,栃木県,NA,NA
1997,鉢もの類_らん類,栃木県,NA,NA
1998,鉢もの類_らん類,栃木県,NA,NA
1999,鉢もの類_らん類,栃木県,NA,NA
2000,鉢もの類_らん類,栃木県,NA,NA
2001,鉢もの類_らん類,栃木県,NA,NA
2002,鉢もの類_らん類,栃木県,NA,NA
2003,鉢もの類_らん類,栃木県,NA,NA
2004,鉢もの類_らん類,栃木県,NA,NA
2005,鉢もの類_らん類,栃木県,NA,NA
2006,鉢もの類_らん類,栃木県,NA,NA
2007,鉢もの類_らん類,栃木県,NA,NA
2008,鉢もの類_らん類,栃木県,NA,NA
2009,鉢もの類_らん類,栃木県,NA,NA
2010,鉢もの類_らん類,栃木県,NA,NA
2011,鉢もの類_らん類,栃木県,NA,NA
2012,鉢もの類_らん類,栃木県,NA,NA
2013,鉢もの類_らん類,栃木県,NA,NA
2014,鉢もの類_らん類,栃木県,NA,NA
2015,鉢もの類_らん類,栃木県,NA,NA
2016,鉢もの類_らん類,栃木県,NA,NA
2017,鉢もの類_らん類,栃木県,NA,NA
2018,鉢もの類_らん類,栃木県,NA,NA
2019,鉢もの類_らん類,栃木県,NA,NA
2020,鉢もの類_らん類,栃木県,NA,NA
2021,鉢もの類_らん類,栃木県,NA,NA
1985,鉢もの類_らん類,千葉県,637,293
1986,鉢もの類_らん類,千葉県,680,301
1987,鉢もの類_らん類,千葉県,761,329
1988,鉢もの類_らん類,千葉県,700,292
1989,鉢もの類_らん類,千葉県,694,294
1990,鉢もの類_らん類,千葉県,NA,NA
1991,鉢もの類_らん類,千葉県,NA,NA
1992,鉢もの類_らん類,千葉県,NA,NA
1993,鉢もの類_らん類,千葉県,NA,NA
1994,鉢もの類_らん類,千葉県,NA,NA
1995,鉢もの類_らん類,千葉県,NA,NA
1996,鉢もの類_らん類,千葉県,NA,NA
1997,鉢もの類_らん類,千葉県,NA,NA
1998,鉢もの類_らん類,千葉県,NA,NA
1999,鉢もの類_らん類,千葉県,NA,NA
2000,鉢もの類_らん類,千葉県,NA,NA
2001,鉢もの類_らん類,千葉県,NA,NA
2002,鉢もの類_らん類,千葉県,NA,NA
2003,鉢もの類_らん類,千葉県,NA,NA
2004,鉢もの類_らん類,千葉県,NA,NA
2005,鉢もの類_らん類,千葉県,NA,NA
2006,鉢もの類_らん類,千葉県,NA,NA
2007,鉢もの類_らん類,千葉県,NA,NA
2008,鉢もの類_らん類,千葉県,NA,NA
2009,鉢もの類_らん類,千葉県,NA,NA
2010,鉢もの類_らん類,千葉県,NA,NA
2011,鉢もの類_らん類,千葉県,NA,NA
2012,鉢もの類_らん類,千葉県,NA,NA
2013,鉢もの類_らん類,千葉県,NA,NA
2014,鉢もの類_らん類,千葉県,NA,NA
2015,鉢もの類_らん類,千葉県,NA,NA
2016,鉢もの類_らん類,千葉県,NA,NA
2017,鉢もの類_らん類,千葉県,NA,NA
2018,鉢もの類_らん類,千葉県,NA,NA
2019,鉢もの類_らん類,千葉県,NA,NA
2020,鉢もの類_らん類,千葉県,NA,NA
2021,鉢もの類_らん類,千葉県,NA,NA
1985,鉢もの類_らん類,岐阜県,372,199
1986,鉢もの類_らん類,岐阜県,406,237
1987,鉢もの類_らん類,岐阜県,411,215
1988,鉢もの類_らん類,岐阜県,488,228
1989,鉢もの類_らん類,岐阜県,527,289
1990,鉢もの類_らん類,岐阜県,NA,NA
1991,鉢もの類_らん類,岐阜県,NA,NA
1992,鉢もの類_らん類,岐阜県,NA,NA
1993,鉢もの類_らん類,岐阜県,NA,NA
1994,鉢もの類_らん類,岐阜県,NA,NA
1995,鉢もの類_らん類,岐阜県,NA,NA
1996,鉢もの類_らん類,岐阜県,NA,NA
1997,鉢もの類_らん類,岐阜県,NA,NA
1998,鉢もの類_らん類,岐阜県,NA,NA
1999,鉢もの類_らん類,岐阜県,NA,NA
2000,鉢もの類_らん類,岐阜県,NA,NA
2001,鉢もの類_らん類,岐阜県,NA,NA
2002,鉢もの類_らん類,岐阜県,NA,NA
2003,鉢もの類_らん類,岐阜県,NA,NA
2004,鉢もの類_らん類,岐阜県,NA,NA
2005,鉢もの類_らん類,岐阜県,NA,NA
2006,鉢もの類_らん類,岐阜県,NA,NA
2007,鉢もの類_らん類,岐阜県,NA,NA
2008,鉢もの類_らん類,岐阜県,NA,NA
2009,鉢もの類_らん類,岐阜県,NA,NA
2010,鉢もの類_らん類,岐阜県,NA,NA
2011,鉢もの類_らん類,岐阜県,NA,NA
2012,鉢もの類_らん類,岐阜県,NA,NA
2013,鉢もの類_らん類,岐阜県,NA,NA
2014,鉢もの類_らん類,岐阜県,NA,NA
2015,鉢もの類_らん類,岐阜県,NA,NA
2016,鉢もの類_らん類,岐阜県,NA,NA
2017,鉢もの類_らん類,岐阜県,NA,NA
2018,鉢もの類_らん類,岐阜県,NA,NA
2019,鉢もの類_らん類,岐阜県,NA,NA
2020,鉢もの類_らん類,岐阜県,NA,NA
2021,鉢もの類_らん類,岐阜県,NA,NA
1985,鉢もの類_らん類,静岡県,865,531
1986,鉢もの類_らん類,静岡県,780,454
1987,鉢もの類_らん類,静岡県,882,544
1988,鉢もの類_らん類,静岡県,995,636
1989,鉢もの類_らん類,静岡県,826,598
1990,鉢もの類_らん類,静岡県,NA,NA
1991,鉢もの類_らん類,静岡県,NA,NA
1992,鉢もの類_らん類,静岡県,NA,NA
1993,鉢もの類_らん類,静岡県,NA,NA
1994,鉢もの類_らん類,静岡県,NA,NA
1995,鉢もの類_らん類,静岡県,NA,NA
1996,鉢もの類_らん類,静岡県,NA,NA
1997,鉢もの類_らん類,静岡県,NA,NA
1998,鉢もの類_らん類,静岡県,NA,NA
1999,鉢もの類_らん類,静岡県,NA,NA
2000,鉢もの類_らん類,静岡県,NA,NA
2001,鉢もの類_らん類,静岡県,NA,NA
2002,鉢もの類_らん類,静岡県,NA,NA
2003,鉢もの類_らん類,静岡県,NA,NA
2004,鉢もの類_らん類,静岡県,NA,NA
2005,鉢もの類_らん類,静岡県,NA,NA
2006,鉢もの類_らん類,静岡県,NA,NA
2007,鉢もの類_らん類,静岡県,NA,NA
2008,鉢もの類_らん類,静岡県,NA,NA
2009,鉢もの類_らん類,静岡県,NA,NA
2010,鉢もの類_らん類,静岡県,NA,NA
2011,鉢もの類_らん類,静岡県,NA,NA
2012,鉢もの類_らん類,静岡県,NA,NA
2013,鉢もの類_らん類,静岡県,NA,NA
2014,鉢もの類_らん類,静岡県,NA,NA
2015,鉢もの類_らん類,静岡県,NA,NA
2016,鉢もの類_らん類,静岡県,NA,NA
2017,鉢もの類_らん類,静岡県,NA,NA
2018,鉢もの類_らん類,静岡県,NA,NA
2019,鉢もの類_らん類,静岡県,NA,NA
2020,鉢もの類_らん類,静岡県,NA,NA
2021,鉢もの類_らん類,静岡県,NA,NA
1985,鉢もの類_らん類,愛知県,2900,1950
1986,鉢もの類_らん類,愛知県,2890,2050
1987,鉢もの類_らん類,愛知県,3310,2130
1988,鉢もの類_らん類,愛知県,3840,3010
1989,鉢もの類_らん類,愛知県,4370,3540
1990,鉢もの類_らん類,愛知県,NA,NA
1991,鉢もの類_らん類,愛知県,NA,NA
1992,鉢もの類_らん類,愛知県,NA,NA
1993,鉢もの類_らん類,愛知県,NA,NA
1994,鉢もの類_らん類,愛知県,NA,NA
1995,鉢もの類_らん類,愛知県,NA,NA
1996,鉢もの類_らん類,愛知県,NA,NA
1997,鉢もの類_らん類,愛知県,NA,NA
1998,鉢もの類_らん類,愛知県,NA,NA
1999,鉢もの類_らん類,愛知県,NA,NA
2000,鉢もの類_らん類,愛知県,NA,NA
2001,鉢もの類_らん類,愛知県,NA,NA
2002,鉢もの類_らん類,愛知県,NA,NA
2003,鉢もの類_らん類,愛知県,NA,NA
2004,鉢もの類_らん類,愛知県,NA,NA
2005,鉢もの類_らん類,愛知県,NA,NA
2006,鉢もの類_らん類,愛知県,NA,NA
2007,鉢もの類_らん類,愛知県,NA,NA
2008,鉢もの類_らん類,愛知県,NA,NA
2009,鉢もの類_らん類,愛知県,NA,NA
2010,鉢もの類_らん類,愛知県,NA,NA
2011,鉢もの類_らん類,愛知県,NA,NA
2012,鉢もの類_らん類,愛知県,NA,NA
2013,鉢もの類_らん類,愛知県,NA,NA
2014,鉢もの類_らん類,愛知県,NA,NA
2015,鉢もの類_らん類,愛知県,NA,NA
2016,鉢もの類_らん類,愛知県,NA,NA
2017,鉢もの類_らん類,愛知県,NA,NA
2018,鉢もの類_らん類,愛知県,NA,NA
2019,鉢もの類_らん類,愛知県,NA,NA
2020,鉢もの類_らん類,愛知県,NA,NA
2021,鉢もの類_らん類,愛知県,NA,NA
1985,鉢もの類_らん類,三重県,307,162
1986,鉢もの類_らん類,三重県,346,170
1987,鉢もの類_らん類,三重県,390,182
1988,鉢もの類_らん類,三重県,399,185
1989,鉢もの類_らん類,三重県,389,207
1990,鉢もの類_らん類,三重県,NA,NA
1991,鉢もの類_らん類,三重県,NA,NA
1992,鉢もの類_らん類,三重県,NA,NA
1993,鉢もの類_らん類,三重県,NA,NA
1994,鉢もの類_らん類,三重県,NA,NA
1995,鉢もの類_らん類,三重県,NA,NA
1996,鉢もの類_らん類,三重県,NA,NA
1997,鉢もの類_らん類,三重県,NA,NA
1998,鉢もの類_らん類,三重県,NA,NA
1999,鉢もの類_らん類,三重県,NA,NA
2000,鉢もの類_らん類,三重県,NA,NA
2001,鉢もの類_らん類,三重県,NA,NA
2002,鉢もの類_らん類,三重県,NA,NA
2003,鉢もの類_らん類,三重県,NA,NA
2004,鉢もの類_らん類,三重県,NA,NA
2005,鉢もの類_らん類,三重県,NA,NA
2006,鉢もの類_らん類,三重県,NA,NA
2007,鉢もの類_らん類,三重県,NA,NA
2008,鉢もの類_らん類,三重県,NA,NA
2009,鉢もの類_らん類,三重県,NA,NA
2010,鉢もの類_らん類,三重県,NA,NA
2011,鉢もの類_らん類,三重県,NA,NA
2012,鉢もの類_らん類,三重県,NA,NA
2013,鉢もの類_らん類,三重県,NA,NA
2014,鉢もの類_らん類,三重県,NA,NA
2015,鉢もの類_らん類,三重県,NA,NA
2016,鉢もの類_らん類,三重県,NA,NA
2017,鉢もの類_らん類,三重県,NA,NA
2018,鉢もの類_らん類,三重県,NA,NA
2019,鉢もの類_らん類,三重県,NA,NA
2020,鉢もの類_らん類,三重県,NA,NA
2021,鉢もの類_らん類,三重県,NA,NA
1985,鉢もの類_らん類,岡山県,186,187
1986,鉢もの類_らん類,岡山県,239,223
1987,鉢もの類_らん類,岡山県,295,206
1988,鉢もの類_らん類,岡山県,380,214
1989,鉢もの類_らん類,岡山県,514,315
1990,鉢もの類_らん類,岡山県,NA,NA
1991,鉢もの類_らん類,岡山県,NA,NA
1992,鉢もの類_らん類,岡山県,NA,NA
