分類1,分類2,品目,単位量,単位,年,単位量あたりの販売価格（円）,1単位あたりの販売価格（円/kg、本、球、鉢、枚）
穀類,米,うるち玄米,60,kg,1985,21710,361.8333333
穀類,米,うるち玄米,60,kg,1986,21420,357
穀類,米,うるち玄米,60,kg,1987,20870,347.8333333
穀類,米,うるち玄米,60,kg,1988,20740,345.6666667
穀類,米,うるち玄米,60,kg,1989,21150,352.5
穀類,米,うるち玄米,60,kg,1990,20320,338.6666667
穀類,米,うるち玄米,60,kg,1991,20740,345.6666667
穀類,米,うるち玄米,60,kg,1992,21170,352.8333333
穀類,米,うるち玄米,60,kg,1993,22420,373.6666667
穀類,米,うるち玄米,60,kg,1994,20470,341.1666667
穀類,米,うるち玄米,60,kg,1995,18900,315
穀類,米,うるち玄米,60,kg,1996,18570,309.5
穀類,米,うるち玄米,60,kg,1997,16360,272.6666667
穀類,米,うるち玄米,60,kg,1998,17050,284.1666667
穀類,米,うるち玄米,60,kg,1999,15430,257.1666667
穀類,米,うるち玄米,60,kg,2000,14430,240.5
穀類,米,うるち玄米,60,kg,2001,14370,239.5
穀類,米,うるち玄米,60,kg,2002,14210,236.8333333
穀類,米,うるち玄米,60,kg,2003,16690,278.1666667
穀類,米,うるち玄米,60,kg,2004,14870,247.8333333
穀類,米,うるち玄米,60,kg,2005,13310,221.8333333
穀類,米,うるち玄米,60,kg,2006,13010,216.8333333
穀類,米,うるち玄米,60,kg,2007,12790,213.1666667
穀類,米,うるち玄米,60,kg,2008,12690,211.5
穀類,米,うるち玄米,60,kg,2009,13170,219.5
穀類,米,うるち玄米,60,kg,2010,12580,209.6666667
穀類,米,うるち玄米,60,kg,2011,11660,194.3333333
穀類,米,うるち玄米,60,kg,2012,13750,229.1666667
穀類,米,うるち玄米,60,kg,2013,13980,233
穀類,米,うるち玄米,60,kg,2014,12160,202.6666667
穀類,米,うるち玄米,60,kg,2015,10860,181
穀類,米,うるち玄米,60,kg,2016,12300,205
穀類,米,うるち玄米,60,kg,2017,13560,226
穀類,米,うるち玄米,60,kg,2018,14470,241.1666667
穀類,米,うるち玄米,60,kg,2019,14520,242
穀類,米,うるち玄米,60,kg,2020,14260,237.6666667
穀類,米,うるち玄米,60,kg,2021,12240,204
穀類,米,もち玄米(自主流通米）,60,kg,1985,21340,355.6666667
穀類,米,もち玄米(自主流通米）,60,kg,1986,21300,355
穀類,米,もち玄米(自主流通米）,60,kg,1987,20440,340.6666667
穀類,米,もち玄米(自主流通米）,60,kg,1988,20030,333.8333333
穀類,米,もち玄米(自主流通米）,60,kg,1989,19850,330.8333333
穀類,米,もち玄米(自主流通米）,60,kg,1990,19470,324.5
穀類,米,もち玄米(自主流通米）,60,kg,1991,20760,346
穀類,米,もち玄米(自主流通米）,60,kg,1992,22750,379.1666667
穀類,米,もち玄米(自主流通米）,60,kg,1993,25090,418.1666667
穀類,米,もち玄米(自主流通米）,60,kg,1994,19550,325.8333333
穀類,米,もち玄米(自主流通米）,60,kg,1995,17370,289.5
穀類,米,もち玄米(自主流通米）,60,kg,1996,18310,305.1666667
穀類,米,もち玄米(自主流通米）,60,kg,1997,19660,327.6666667
穀類,米,もち玄米(自主流通米）,60,kg,1998,18320,305.3333333
穀類,米,もち玄米(自主流通米）,60,kg,1999,17410,290.1666667
穀類,米,うるち白米,10,kg,1985,4044,404.4
穀類,米,うるち白米,10,kg,1986,4025,402.5
穀類,米,うるち白米,10,kg,1987,3973,397.3
穀類,米,うるち白米,10,kg,1988,3985,398.5
穀類,米,うるち白米,10,kg,1989,4018,401.8
穀類,米,うるち白米,10,kg,1990,3956,395.6
穀類,米,うるち白米,10,kg,1991,3974,397.4
穀類,米,うるち白米,10,kg,1992,4208,420.8
穀類,米,うるち白米,10,kg,1993,4921,492.1
穀類,米,うるち白米,10,kg,1994,4446,444.6
穀類,米,うるち白米,10,kg,1995,3998,399.8
穀類,米,うるち白米,10,kg,1996,3938,393.8
穀類,米,うるち白米,10,kg,1997,3675,367.5
穀類,米,うるち白米,10,kg,1998,3678,367.8
穀類,米,うるち白米,10,kg,1999,3546,354.6
穀類,米,うるち白米,10,kg,2000,3191,319.1
穀類,米,うるち白米,10,kg,2001,3205,320.5
穀類,米,うるち白米,10,kg,2002,3117,311.7
穀類,米,うるち白米,10,kg,2003,3632,363.2
穀類,米,うるち白米,10,kg,2004,3311,331.1
穀類,米,うるち白米,10,kg,2005,3116,311.6
穀類,米,うるち白米,10,kg,2006,3172,317.2
穀類,米,うるち白米,10,kg,2007,3022,302.2
穀類,米,うるち白米,10,kg,2008,3114,311.4
穀類,米,うるち白米,10,kg,2009,3091,309.1
穀類,米,うるち白米,10,kg,2010,3217,321.7
穀類,米,うるち白米,10,kg,2011,3214,321.4
穀類,米,うるち白米,10,kg,2012,3483,348.3
穀類,米,うるち白米,10,kg,2013,3448,344.8
穀類,米,うるち白米,10,kg,2014,3152,315.2
穀類,米,うるち白米,10,kg,2015,3170,317
穀類,米,うるち白米,10,kg,2016,3341,334.1
穀類,米,うるち白米,10,kg,2017,3495,349.5
穀類,米,うるち白米,10,kg,2018,3518,351.8
穀類,米,うるち白米,10,kg,2019,3560,356
穀類,米,うるち白米,10,kg,2020,3540,354
穀類,米,うるち白米,10,kg,2021,3333,333.3
穀類,米,もち白米(計画外流通米),10,kg,1985,4902,490.2
穀類,米,もち白米(計画外流通米),10,kg,1986,4862,486.2
穀類,米,もち白米(計画外流通米),10,kg,1987,4783,478.3
穀類,米,もち白米(計画外流通米),10,kg,1988,4783,478.3
穀類,米,もち白米(計画外流通米),10,kg,1989,4795,479.5
穀類,米,もち白米(計画外流通米),10,kg,1990,4636,463.6
穀類,米,もち白米(計画外流通米),10,kg,1991,4814,481.4
穀類,米,もち白米(計画外流通米),10,kg,1992,5530,553
穀類,米,もち白米(計画外流通米),10,kg,1993,6959,695.9
穀類,米,もち白米(計画外流通米),10,kg,1994,4826,482.6
穀類,米,もち白米(計画外流通米),10,kg,1995,4145,414.5
穀類,米,もち白米(計画外流通米),10,kg,1996,4213,421.3
穀類,米,もち白米(計画外流通米),10,kg,1997,4298,429.8
穀類,米,もち白米(計画外流通米),10,kg,1998,4264,426.4
穀類,米,もち白米(計画外流通米),10,kg,1999,4022,402.2
穀類,麦,小麦,60,kg,1985,11531,192.1833333
穀類,麦,小麦,60,kg,1986,11402,190.0333333
穀類,麦,小麦,60,kg,1987,10903,181.7166667
穀類,麦,小麦,60,kg,1988,10506,175.1
穀類,麦,小麦,60,kg,1989,10172,169.5333333
穀類,麦,小麦,60,kg,1990,9704,161.7333333
穀類,麦,小麦,60,kg,1991,9626,160.4333333
穀類,麦,小麦,60,kg,1992,9711,161.85
穀類,麦,小麦,60,kg,1993,9910,165.1666667
穀類,麦,小麦,60,kg,1994,9893,164.8833333
穀類,麦,小麦,60,kg,1995,10170,169.5
穀類,麦,小麦,60,kg,1996,10180,169.6666667
穀類,麦,小麦,60,kg,1997,10090,168.1666667
穀類,麦,小麦,60,kg,1998,10170,169.5
穀類,麦,小麦,60,kg,1999,10060,167.6666667
穀類,麦,小麦,60,kg,2000,10040,167.3333333
穀類,麦,小麦,60,kg,2001,9922,165.3666667
穀類,麦,小麦,60,kg,2002,9759,162.65
穀類,麦,小麦,60,kg,2003,9461,157.6833333
穀類,麦,小麦,60,kg,2004,8876,147.9333333
穀類,麦,小麦,60,kg,2005,8959,149.3166667
穀類,麦,小麦,60,kg,2006,9210,153.5
穀類,麦,小麦,60,kg,2007,4763,79.38333333
穀類,麦,小麦,60,kg,2008,4849,80.81666667
穀類,麦,小麦,60,kg,2009,5302,88.36666667
穀類,麦,小麦,60,kg,2010,4359,72.65
穀類,麦,小麦,60,kg,2011,3033,50.55
穀類,麦,小麦,60,kg,2012,2123,35.38333333
穀類,麦,小麦,60,kg,2013,1900,31.66666667
穀類,麦,小麦,60,kg,2014,1866,31.1
穀類,麦,小麦,60,kg,2015,2027,33.78333333
穀類,麦,小麦,60,kg,2016,1578,26.3
穀類,麦,小麦,60,kg,2017,1927,32.11666667
穀類,麦,小麦,60,kg,2018,2513,41.88333333
穀類,麦,小麦,60,kg,2019,2457,40.95
穀類,麦,小麦,60,kg,2020,2595,43.25
穀類,麦,小麦,60,kg,2021,2829,47.15
穀類,麦,裸麦,60,kg,1985,11874,197.9
穀類,麦,裸麦,60,kg,1986,11756,195.9333333
穀類,麦,裸麦,60,kg,1987,11591,193.1833333
穀類,麦,裸麦,60,kg,1988,1271,21.18333333
穀類,麦,裸麦,60,kg,1989,10908,181.8
穀類,麦,裸麦,60,kg,1990,10580,176.3333333
穀類,麦,裸麦,60,kg,1991,10470,174.5
穀類,麦,裸麦,60,kg,1992,10560,176
穀類,麦,裸麦,60,kg,1993,10560,176
穀類,麦,裸麦,60,kg,1994,10560,176
穀類,麦,裸麦,60,kg,1995,10560,176
穀類,麦,裸麦,60,kg,1996,10560,176
穀類,麦,裸麦,60,kg,1997,10430,173.8333333
穀類,麦,裸麦,60,kg,1998,10560,176
穀類,麦,裸麦,60,kg,1999,10400,173.3333333
穀類,麦,裸麦,60,kg,2000,10210,170.1666667
穀類,麦,裸麦,60,kg,2001,9908,165.1333333
穀類,麦,裸麦,60,kg,2002,8819,146.9833333
穀類,麦,裸麦,60,kg,2003,8868,147.8
穀類,麦,裸麦,60,kg,2004,8653,144.2166667
穀類,麦,裸麦,60,kg,2005,8685,144.75
穀類,麦,裸麦,60,kg,2006,8711,145.1833333
穀類,麦,裸麦,60,kg,2007,4462,74.36666667
穀類,麦,裸麦,60,kg,2008,4816,80.26666667
穀類,麦,裸麦,60,kg,2009,5086,84.76666667
穀類,麦,裸麦,60,kg,2010,5097,84.95
穀類,麦,裸麦,60,kg,2011,3348,55.8
穀類,麦,裸麦,60,kg,2012,2935,48.91666667
穀類,麦,裸麦,60,kg,2013,1693,28.21666667
穀類,麦,裸麦,60,kg,2014,2116,35.26666667
穀類,麦,裸麦,60,kg,2015,2149,35.81666667
穀類,麦,裸麦,60,kg,2016,1389,23.15
穀類,麦,裸麦,60,kg,2017,1468,24.46666667
穀類,麦,裸麦,60,kg,2018,1803,30.05
穀類,麦,裸麦,60,kg,2019,1605,26.75
穀類,麦,裸麦,60,kg,2020,1206,20.1
穀類,麦,裸麦,60,kg,2021,515,8.583333333
穀類,麦,六条大麦,50,kg,1985,8661,173.22
穀類,麦,六条大麦,50,kg,1986,8525,170.5
穀類,麦,六条大麦,50,kg,1987,8050,161
穀類,麦,六条大麦,50,kg,1988,7671,153.42
穀類,麦,六条大麦,50,kg,1989,7143,142.86
穀類,麦,六条大麦,50,kg,1990,6816,136.32
穀類,麦,六条大麦,50,kg,1991,6773,135.46
穀類,麦,六条大麦,50,kg,1992,6953,139.06
穀類,麦,六条大麦,50,kg,1993,7112,142.24
穀類,麦,六条大麦,50,kg,1994,7138,142.76
穀類,麦,六条大麦,50,kg,1995,7274,145.48
穀類,麦,六条大麦,50,kg,1996,7210,144.2
穀類,麦,六条大麦,50,kg,1997,7148,142.96
穀類,麦,六条大麦,50,kg,1998,7156,143.12
穀類,麦,六条大麦,50,kg,1999,7134,142.68
穀類,麦,六条大麦,50,kg,2000,7103,142.06
穀類,麦,六条大麦,50,kg,2001,7125,142.5
穀類,麦,六条大麦,50,kg,2002,7063,141.26
穀類,麦,六条大麦,50,kg,2003,6796,135.92
穀類,麦,六条大麦,50,kg,2004,6806,136.12
穀類,麦,六条大麦,50,kg,2005,6747,134.94
穀類,麦,六条大麦,50,kg,2006,6540,130.8
穀類,麦,六条大麦,50,kg,2007,3388,67.76
穀類,麦,六条大麦,50,kg,2008,3241,64.82
穀類,麦,六条大麦,50,kg,2009,3471,69.42
穀類,麦,六条大麦,50,kg,2010,3125,62.5
穀類,麦,六条大麦,50,kg,2011,2583,51.66
穀類,麦,六条大麦,50,kg,2012,1894,37.88
穀類,麦,六条大麦,50,kg,2013,1869,37.38
穀類,麦,六条大麦,50,kg,2014,1595,31.9
穀類,麦,六条大麦,50,kg,2015,1573,31.46
穀類,麦,六条大麦,50,kg,2016,1493,29.86
穀類,麦,六条大麦,50,kg,2017,1472,29.44
穀類,麦,六条大麦,50,kg,2018,1475,29.5
穀類,麦,六条大麦,50,kg,2019,1543,30.86
穀類,麦,六条大麦,50,kg,2020,1563,31.26
穀類,麦,六条大麦,50,kg,2021,1446,28.92
穀類,麦,ビール麦(二条大麦),50,kg,1985,9953,199.06
穀類,麦,ビール麦(二条大麦),50,kg,1986,9830,196.6
穀類,麦,ビール麦(二条大麦),50,kg,1987,9336,186.72
穀類,麦,ビール麦(二条大麦),50,kg,1988,8907,178.14
穀類,麦,ビール麦(二条大麦),50,kg,1989,8587,171.74
穀類,麦,ビール麦(二条大麦),50,kg,1990,8252,165.04
穀類,麦,ビール麦(二条大麦),50,kg,1991,8150,163
穀類,麦,ビール麦(二条大麦),50,kg,1992,8163,163.26
穀類,麦,ビール麦(二条大麦),50,kg,1993,8164,163.28
穀類,麦,ビール麦(二条大麦),50,kg,1994,8164,163.28
穀類,麦,ビール麦(二条大麦),50,kg,1995,8158,163.16
穀類,麦,ビール麦(二条大麦),50,kg,1996,8158,163.16
穀類,麦,ビール麦(二条大麦),50,kg,1997,8080,161.6
穀類,麦,ビール麦(二条大麦),50,kg,1998,8022,160.44
穀類,麦,ビール麦(二条大麦),50,kg,1999,7964,159.28
穀類,麦,ビール麦(二条大麦),50,kg,2000,7840,156.8
穀類,麦,ビール麦(二条大麦),50,kg,2001,7676,153.52
穀類,麦,ビール麦(二条大麦),50,kg,2002,7711,154.22
穀類,麦,ビール麦(二条大麦),50,kg,2003,7532,150.64
穀類,麦,ビール麦(二条大麦),50,kg,2004,7329,146.58
穀類,麦,ビール麦(二条大麦),50,kg,2005,7127,142.54
穀類,麦,ビール麦(二条大麦),50,kg,2006,7064,141.28
穀類,麦,ビール麦(二条大麦),50,kg,2007,6885,137.7
穀類,麦,ビール麦(二条大麦),50,kg,2008,6928,138.56
穀類,麦,ビール麦(二条大麦),50,kg,2009,7108,142.16
穀類,麦,ビール麦(二条大麦),50,kg,2010,6992,139.84
穀類,麦,ビール麦(二条大麦),50,kg,2011,6645,132.9
穀類,麦,ビール麦(二条大麦),50,kg,2012,6483,129.66
穀類,麦,ビール麦(二条大麦),50,kg,2013,6840,136.8
穀類,麦,ビール麦(二条大麦),50,kg,2014,6989,139.78
穀類,麦,ビール麦(二条大麦),50,kg,2015,7131,142.62
穀類,麦,ビール麦(二条大麦),50,kg,2016,6764,135.28
穀類,麦,ビール麦(二条大麦),50,kg,2017,6690,133.8
穀類,麦,ビール麦(二条大麦),50,kg,2018,7046,140.92
穀類,麦,ビール麦(二条大麦),50,kg,2019,6644,132.88
穀類,麦,ビール麦(二条大麦),50,kg,2020,6701,134.02
穀類,麦,ビール麦(二条大麦),50,kg,2021,6749,134.98
穀類,豆,大豆,60,kg,1985,17220,287
穀類,豆,大豆,60,kg,1986,16970,282.8333333
穀類,豆,大豆,60,kg,1987,15840,264
穀類,豆,大豆,60,kg,1988,14960,249.3333333
穀類,豆,大豆,60,kg,1989,14840,247.3333333
穀類,豆,大豆,60,kg,1990,14220,237
穀類,豆,大豆,60,kg,1991,14360,239.3333333
穀類,豆,大豆,60,kg,1992,14400,240
穀類,豆,大豆,60,kg,1993,15190,253.1666667
穀類,豆,大豆,60,kg,1994,14360,239.3333333
穀類,豆,大豆,60,kg,1995,14340,239
穀類,豆,大豆,60,kg,1996,14280,238
穀類,豆,大豆,60,kg,1997,14990,249.8333333
穀類,豆,大豆,60,kg,1998,14750,245.8333333
穀類,豆,大豆,60,kg,1999,14780,246.3333333
穀類,豆,大豆,60,kg,2000,14400,240
穀類,豆,大豆,60,kg,2001,13260,221
穀類,豆,大豆,60,kg,2002,12120,202
穀類,豆,大豆,60,kg,2003,12400,206.6666667
穀類,豆,大豆,60,kg,2004,16970,282.8333333
穀類,豆,大豆,60,kg,2005,18500,308.3333333
穀類,豆,大豆,60,kg,2006,14460,241
穀類,豆,大豆,60,kg,2007,12800,213.3333333
穀類,豆,大豆,60,kg,2008,9549,159.15
穀類,豆,大豆,60,kg,2009,9259,154.3166667
穀類,豆,大豆,60,kg,2010,7848,130.8
穀類,豆,大豆,60,kg,2011,7672,127.8666667
穀類,豆,大豆,60,kg,2012,6167,102.7833333
穀類,豆,大豆,60,kg,2013,6471,107.85
穀類,豆,大豆,60,kg,2014,9784,163.0666667
穀類,豆,大豆,60,kg,2015,9329,155.4833333
穀類,豆,大豆,60,kg,2016,8690,144.8333333
穀類,豆,大豆,60,kg,2017,7577,126.2833333
穀類,豆,大豆,60,kg,2018,6907,115.1166667
穀類,豆,大豆,60,kg,2019,7733,128.8833333
穀類,豆,大豆,60,kg,2020,8899,148.3166667
穀類,豆,大豆,60,kg,2021,8665,144.4166667
穀類,豆,小豆,60,kg,1985,19680,328
穀類,豆,小豆,60,kg,1986,22660,377.6666667
穀類,豆,小豆,60,kg,1987,24020,400.3333333
穀類,豆,小豆,60,kg,1988,23410,390.1666667
穀類,豆,小豆,60,kg,1989,21130,352.1666667
穀類,豆,小豆,60,kg,1990,14080,234.6666667
穀類,豆,小豆,60,kg,1991,18210,303.5
穀類,豆,小豆,60,kg,1992,35300,588.3333333
穀類,豆,小豆,60,kg,1993,52110,868.5
穀類,豆,小豆,60,kg,1994,25290,421.5
穀類,豆,小豆,60,kg,1995,18280,304.6666667
穀類,豆,小豆,60,kg,1996,20560,342.6666667
穀類,豆,小豆,60,kg,1997,20560,342.6666667
穀類,豆,小豆,60,kg,1998,20690,344.8333333
穀類,豆,小豆,60,kg,1999,22310,371.8333333
穀類,豆,小豆,60,kg,2000,20700,345
穀類,豆,小豆,60,kg,2001,20550,342.5
穀類,豆,小豆,60,kg,2002,21250,354.1666667
穀類,豆,小豆,60,kg,2003,25680,428
穀類,豆,小豆,60,kg,2004,22210,370.1666667
穀類,豆,小豆,60,kg,2005,14330,238.8333333
穀類,豆,小豆,60,kg,2006,14800,246.6666667
穀類,豆,小豆,60,kg,2007,14530,242.1666667
穀類,豆,小豆,60,kg,2008,15450,257.5
穀類,豆,小豆,60,kg,2009,17900,298.3333333
穀類,豆,小豆,60,kg,2010,21350,355.8333333
穀類,豆,小豆,60,kg,2011,21680,361.3333333
穀類,豆,小豆,60,kg,2012,22470,374.5
穀類,豆,小豆,60,kg,2013,21510,358.5
穀類,豆,小豆,60,kg,2014,19740,329
穀類,豆,小豆,60,kg,2015,15820,263.6666667
穀類,豆,小豆,60,kg,2016,16270,271.1666667
穀類,豆,小豆,60,kg,2017,21970,366.1666667
穀類,豆,小豆,60,kg,2018,25510,425.1666667
穀類,豆,小豆,60,kg,2019,28160,469.3333333
穀類,豆,小豆,60,kg,2020,25030,417.1666667
穀類,豆,小豆,60,kg,2021,21170,352.8333333
穀類,豆,らっかせい,60,kg,1985,17800,296.6666667
穀類,豆,らっかせい,60,kg,1986,24720,412
穀類,豆,らっかせい,60,kg,1987,17610,293.5
穀類,豆,らっかせい,60,kg,1988,29910,498.5
穀類,豆,らっかせい,60,kg,1989,26630,443.8333333
穀類,豆,らっかせい,60,kg,1990,15910,265.1666667
穀類,豆,らっかせい,60,kg,1991,28770,479.5
穀類,豆,らっかせい,60,kg,1992,30250,504.1666667
穀類,豆,らっかせい,60,kg,1993,47760,796
穀類,豆,らっかせい,60,kg,1994,15660,261
穀類,豆,らっかせい,60,kg,1995,24110,401.8333333
穀類,豆,らっかせい,60,kg,1996,28010,466.8333333
穀類,豆,らっかせい,60,kg,1997,27370,456.1666667
穀類,豆,らっかせい,60,kg,1998,26390,439.8333333
穀類,豆,らっかせい,60,kg,1999,28150,469.1666667
穀類,豆,らっかせい,60,kg,2000,24490,408.1666667
穀類,豆,らっかせい,60,kg,2001,21960,366
穀類,豆,らっかせい,60,kg,2002,20820,347
穀類,豆,らっかせい,60,kg,2003,26660,444.3333333
穀類,豆,らっかせい,60,kg,2004,28340,472.3333333
穀類,豆,らっかせい,60,kg,2005,22970,382.8333333
穀類,豆,らっかせい,60,kg,2006,25560,426
穀類,豆,らっかせい,60,kg,2007,26820,447
穀類,豆,らっかせい,60,kg,2008,34360,572.6666667
穀類,豆,らっかせい,60,kg,2009,35170,586.1666667
穀類,豆,らっかせい,60,kg,2010,29500,491.6666667
穀類,豆,らっかせい,60,kg,2011,27510,458.5
穀類,豆,らっかせい,60,kg,2012,22660,377.6666667
穀類,豆,らっかせい,60,kg,2013,27820,463.6666667
穀類,豆,らっかせい,60,kg,2014,34460,574.3333333
穀類,豆,らっかせい,60,kg,2015,56710,945.1666667
穀類,豆,らっかせい,60,kg,2016,46420,773.6666667
穀類,豆,らっかせい,60,kg,2017,42840,714
穀類,豆,らっかせい,60,kg,2018,45360,756
穀類,豆,らっかせい,60,kg,2019,43410,723.5
穀類,豆,らっかせい,60,kg,2020,42510,708.5
穀類,豆,らっかせい,60,kg,2021,44930,748.8333333
穀類,いも,かんしょ(食用),10,kg,1985,1639,163.9
穀類,いも,かんしょ(食用),10,kg,1986,1750,175
穀類,いも,かんしょ(食用),10,kg,1987,1605,160.5
穀類,いも,かんしょ(食用),10,kg,1988,2110,211
穀類,いも,かんしょ(食用),10,kg,1989,2026,202.6
穀類,いも,かんしょ(食用),10,kg,1990,1862,186.2
穀類,いも,かんしょ(食用),10,kg,1991,2754,275.4
穀類,いも,かんしょ(食用),10,kg,1992,2658,265.8
穀類,いも,かんしょ(食用),10,kg,1993,3129,312.9
穀類,いも,かんしょ(食用),10,kg,1994,2234,223.4
穀類,いも,かんしょ(食用),10,kg,1995,1461,146.1
穀類,いも,かんしょ(食用),10,kg,1996,1772,177.2
穀類,いも,かんしょ(食用),10,kg,1997,1663,166.3
穀類,いも,かんしょ(食用),10,kg,1998,1761,176.1
穀類,いも,かんしょ(食用),10,kg,1999,1811,181.1
穀類,いも,かんしょ(食用),10,kg,2000,1193,119.3
穀類,いも,かんしょ(食用),10,kg,2001,1018,101.8
穀類,いも,かんしょ(食用),10,kg,2002,1175,117.5
穀類,いも,かんしょ(食用),10,kg,2003,1521,152.1
穀類,いも,かんしょ(食用),10,kg,2004,1350,135
穀類,いも,かんしょ(食用),10,kg,2005,1785,178.5
穀類,いも,かんしょ(食用),10,kg,2006,2195,219.5
穀類,いも,かんしょ(食用),10,kg,2007,1960,196
穀類,いも,かんしょ(食用),10,kg,2008,1891,189.1
穀類,いも,かんしょ(食用),10,kg,2009,1571,157.1
穀類,いも,かんしょ(食用),10,kg,2010,1987,198.7
穀類,いも,かんしょ(食用),10,kg,2011,2152,215.2
穀類,いも,かんしょ(食用),10,kg,2012,1777,177.7
穀類,いも,かんしょ(食用),10,kg,2013,1610,161
穀類,いも,かんしょ(食用),10,kg,2014,1951,195.1
穀類,いも,かんしょ(食用),10,kg,2015,2339,233.9
穀類,いも,かんしょ(食用),10,kg,2016,2288,228.8
穀類,いも,かんしょ(食用),10,kg,2017,2027,202.7
穀類,いも,かんしょ(食用),10,kg,2018,2136,213.6
穀類,いも,かんしょ(食用),10,kg,2019,2390,239
穀類,いも,かんしょ(食用),10,kg,2020,2577,257.7
穀類,いも,かんしょ(食用),10,kg,2021,2827,282.7
穀類,いも,かんしょ(加工用),10,kg,1985,360,36
穀類,いも,かんしょ(加工用),10,kg,1986,355,35.5
穀類,いも,かんしょ(加工用),10,kg,1987,341,34.1
穀類,いも,かんしょ(加工用),10,kg,1988,328,32.8
穀類,いも,かんしょ(加工用),10,kg,1989,327,32.7
穀類,いも,かんしょ(加工用),10,kg,1990,320,32
穀類,いも,かんしょ(加工用),10,kg,1991,317,31.7
穀類,いも,かんしょ(加工用),10,kg,1992,317,31.7
穀類,いも,かんしょ(加工用),10,kg,1993,322,32.2
穀類,いも,かんしょ(加工用),10,kg,1994,320,32
穀類,いも,かんしょ(加工用),10,kg,1995,284,28.4
穀類,いも,かんしょ(加工用),10,kg,1996,285,28.5
穀類,いも,かんしょ(加工用),10,kg,1997,287,28.7
穀類,いも,かんしょ(加工用),10,kg,1998,282,28.2
穀類,いも,かんしょ(加工用),10,kg,1999,287,28.7
穀類,いも,かんしょ(加工用),10,kg,2000,294,29.4
穀類,いも,かんしょ(加工用),10,kg,2001,299,29.9
穀類,いも,かんしょ(加工用),10,kg,2002,300,30
穀類,いも,かんしょ(加工用),10,kg,2003,300,30
穀類,いも,かんしょ(加工用),10,kg,2004,303,30.3
穀類,いも,かんしょ(加工用),10,kg,2005,316,31.6
穀類,いも,かんしょ(加工用),10,kg,2006,316,31.6
穀類,いも,かんしょ(加工用),10,kg,2007,325,32.5
穀類,いも,かんしょ(加工用),10,kg,2008,344,34.4
穀類,いも,かんしょ(加工用),10,kg,2009,359,35.9
穀類,いも,かんしょ(加工用),10,kg,2010,457,45.7
穀類,いも,かんしょ(加工用),10,kg,2011,369,36.9
穀類,いも,かんしょ(加工用),10,kg,2012,390,39
穀類,いも,かんしょ(加工用),10,kg,2013,402,40.2
穀類,いも,かんしょ(加工用),10,kg,2014,415,41.5
穀類,いも,かんしょ(加工用),10,kg,2015,448,44.8
穀類,いも,かんしょ(加工用),10,kg,2016,416,41.6
穀類,いも,かんしょ(加工用),10,kg,2017,418,41.8
穀類,いも,かんしょ(加工用),10,kg,2018,399,39.9
穀類,いも,かんしょ(加工用),10,kg,2019,353,35.3
穀類,いも,かんしょ(加工用),10,kg,2020,366,36.6
穀類,いも,かんしょ(加工用),10,kg,2021,378,37.8
穀類,いも,ばれいしょ(食用),10,kg,1985,540,54
穀類,いも,ばれいしょ(食用),10,kg,1986,609,60.9
穀類,いも,ばれいしょ(食用),10,kg,1987,706,70.6
穀類,いも,ばれいしょ(食用),10,kg,1988,617,61.7
穀類,いも,ばれいしょ(食用),10,kg,1989,625,62.5
穀類,いも,ばれいしょ(食用),10,kg,1990,687,68.7
穀類,いも,ばれいしょ(食用),10,kg,1991,1096,109.6
穀類,いも,ばれいしょ(食用),10,kg,1992,721,72.1
穀類,いも,ばれいしょ(食用),10,kg,1993,893,89.3
穀類,いも,ばれいしょ(食用),10,kg,1994,771,77.1
穀類,いも,ばれいしょ(食用),10,kg,1995,917,91.7
穀類,いも,ばれいしょ(食用),10,kg,1996,970,97
穀類,いも,ばれいしょ(食用),10,kg,1997,610,61
穀類,いも,ばれいしょ(食用),10,kg,1998,1062,106.2
穀類,いも,ばれいしょ(食用),10,kg,1999,953,95.3
穀類,いも,ばれいしょ(食用),10,kg,2000,815,81.5
穀類,いも,ばれいしょ(食用),10,kg,2001,726,72.6
穀類,いも,ばれいしょ(食用),10,kg,2002,564,56.4
穀類,いも,ばれいしょ(食用),10,kg,2003,845,84.5
穀類,いも,ばれいしょ(食用),10,kg,2004,852,85.2
穀類,いも,ばれいしょ(食用),10,kg,2005,1026,102.6
穀類,いも,ばれいしょ(食用),10,kg,2006,918,91.8
穀類,いも,ばれいしょ(食用),10,kg,2007,753,75.3
穀類,いも,ばれいしょ(食用),10,kg,2008,810,81
穀類,いも,ばれいしょ(食用),10,kg,2009,918,91.8
穀類,いも,ばれいしょ(食用),10,kg,2010,1232,123.2
穀類,いも,ばれいしょ(食用),10,kg,2011,1228,122.8
穀類,いも,ばれいしょ(食用),10,kg,2012,841,84.1
穀類,いも,ばれいしょ(食用),10,kg,2013,806,80.6
穀類,いも,ばれいしょ(食用),10,kg,2014,798,79.8
穀類,いも,ばれいしょ(食用),10,kg,2015,1143,114.3
穀類,いも,ばれいしょ(食用),10,kg,2016,1430,143
穀類,いも,ばれいしょ(食用),10,kg,2017,1132,113.2
穀類,いも,ばれいしょ(食用),10,kg,2018,856,85.6
穀類,いも,ばれいしょ(食用),10,kg,2019,874,87.4
穀類,いも,ばれいしょ(食用),10,kg,2020,1293,129.3
穀類,いも,ばれいしょ(食用),10,kg,2021,1637,163.7
