分類1,分類2,品目,単位量,単位,年,単位量あたりの販売価格（円）,1単位あたりの販売価格（円/kg、本、球、鉢、枚）
野菜,葉茎菜,みつば,1,kg,2001,679,679
野菜,葉茎菜,みつば,1,kg,2002,633,633
野菜,葉茎菜,みつば,1,kg,2003,694,694
野菜,葉茎菜,みつば,1,kg,2004,647,647
野菜,葉茎菜,みつば,1,kg,2005,536,536
野菜,葉茎菜,みつば,1,kg,2006,541,541
野菜,葉茎菜,みつば,1,kg,2007,487,487
野菜,葉茎菜,みつば,1,kg,2008,491,491
野菜,葉茎菜,みつば,1,kg,2009,404,404
野菜,葉茎菜,みつば,1,kg,2010,564,564
野菜,葉茎菜,みつば,1,kg,2011,532,532
野菜,葉茎菜,みつば,1,kg,2012,524,524
野菜,葉茎菜,みつば,1,kg,2013,552,552
野菜,葉茎菜,みつば,1,kg,2014,517,517
野菜,葉茎菜,みつば,1,kg,2015,582,582
野菜,葉茎菜,みつば,1,kg,2016,619,619
野菜,葉茎菜,みつば,1,kg,2017,563,563
野菜,葉茎菜,みつば,1,kg,2018,556,556
野菜,葉茎菜,みつば,1,kg,2019,521,521
野菜,葉茎菜,みつば,1,kg,2020,454,454
野菜,葉茎菜,みつば,1,kg,2021,454,454
果実,果実,りんご(王林),10,kg,1991,3300,330
果実,果実,りんご(王林),10,kg,1992,2126,212.6
果実,果実,りんご(王林),10,kg,1993,1848,184.8
果実,果実,りんご(王林),10,kg,1994,1912,191.2
果実,果実,りんご(王林),10,kg,1995,1615,161.5
果実,果実,りんご(王林),10,kg,1996,1571,157.1
果実,果実,りんご(王林),10,kg,1997,1379,137.9
果実,果実,りんご(王林),10,kg,1998,1442,144.2
果実,果実,りんご(王林),10,kg,1999,1567,156.7
果実,果実,りんご(王林),10,kg,2000,1735,173.5
果実,果実,りんご(王林),10,kg,2001,1487,148.7
果実,果実,りんご(王林),10,kg,2002,1168,116.8
果実,果実,りんご(王林),10,kg,2003,1008,100.8
果実,果実,りんご(王林),10,kg,2004,1965,196.5
果実,果実,りんご(王林),10,kg,2005,2181,218.1
果実,果実,りんご(王林),10,kg,2006,1498,149.8
果実,果実,りんご(王林),10,kg,2007,2184,218.4
果実,果実,りんご(王林),10,kg,2008,1532,153.2
果実,果実,りんご(王林),10,kg,2009,1455,145.5
果実,果実,りんご(王林),10,kg,2010,1957,195.7
果実,果実,りんご(王林),10,kg,2011,1673,167.3
果実,果実,りんご(王林),10,kg,2012,2265,226.5
果実,果実,りんご(王林),10,kg,2013,1545,154.5
果実,果実,りんご(王林),10,kg,2014,1813,181.3
果実,果実,りんご(王林),10,kg,2015,2100,210
果実,果実,りんご(王林),10,kg,2016,2174,217.4
果実,果実,りんご(王林),10,kg,2017,1843,184.3
果実,果実,りんご(王林),10,kg,2018,2127,212.7
果実,果実,りんご(王林),10,kg,2019,2299,229.9
果実,果物類,りんご(王林),10,kg,2020,2350,235
果実,果物類,りんご(王林),10,kg,2021,2317,231.7
果実,果実,りんご(ジョナゴールド),10,kg,1991,3188,318.8
果実,果実,りんご(ジョナゴールド),10,kg,1992,2220,222
果実,果実,りんご(ジョナゴールド),10,kg,1993,2106,210.6
果実,果実,りんご(ジョナゴールド),10,kg,1994,2137,213.7
果実,果実,りんご(ジョナゴールド),10,kg,1995,1983,198.3
果実,果実,りんご(ジョナゴールド),10,kg,1996,2076,207.6
果実,果実,りんご(ジョナゴールド),10,kg,1997,1706,170.6
果実,果実,りんご(ジョナゴールド),10,kg,1998,2239,223.9
果実,果実,りんご(ジョナゴールド),10,kg,1999,1937,193.7
果実,果実,りんご(ジョナゴールド),10,kg,2000,1862,186.2
果実,果実,りんご(ジョナゴールド),10,kg,2001,1582,158.2
果実,果実,りんご(ジョナゴールド),10,kg,2002,1180,118
果実,果実,りんご(ジョナゴールド),10,kg,2003,1516,151.6
果実,果実,りんご(ジョナゴールド),10,kg,2004,2170,217
果実,果実,りんご(ジョナゴールド),10,kg,2005,2179,217.9
果実,果実,りんご(ジョナゴールド),10,kg,2006,1908,190.8
果実,果実,りんご(ジョナゴールド),10,kg,2007,1930,193
果実,果実,りんご(ジョナゴールド),10,kg,2008,1734,173.4
果実,果実,りんご(ジョナゴールド),10,kg,2009,1645,164.5
果実,果実,りんご(ジョナゴールド),10,kg,2010,2282,228.2
果実,果実,りんご(ジョナゴールド),10,kg,2011,2347,234.7
果実,果実,りんご(ジョナゴールド),10,kg,2012,2469,246.9
果実,果実,りんご(ジョナゴールド),10,kg,2013,1990,199
果実,果実,りんご(ジョナゴールド),10,kg,2014,2165,216.5
果実,果実,りんご(ジョナゴールド),10,kg,2015,2444,244.4
果実,果実,りんご(ジョナゴールド),10,kg,2016,2735,273.5
果実,果実,りんご(ジョナゴールド),10,kg,2017,2215,221.5
果実,果実,りんご(ジョナゴールド),10,kg,2018,2678,267.8
果実,果実,りんご(ジョナゴールド),10,kg,2019,2609,260.9
果実,果物類,りんご(ジョナゴールド),10,kg,2020,3311,331.1
果実,果物類,りんご(ジョナゴールド),10,kg,2021,2535,253.5
果実,果実,日本なし(豊水),10,kg,1991,2852,285.2
果実,果実,日本なし(豊水),10,kg,1992,3181,318.1
果実,果実,日本なし(豊水),10,kg,1993,2456,245.6
果実,果実,日本なし(豊水),10,kg,1994,3032,303.2
果実,果実,日本なし(豊水),10,kg,1995,2981,298.1
果実,果実,日本なし(豊水),10,kg,1996,2736,273.6
果実,果実,日本なし(豊水),10,kg,1997,2345,234.5
果実,果実,日本なし(豊水),10,kg,1998,2345,234.5
果実,果実,日本なし(豊水),10,kg,1999,2730,273
果実,果実,日本なし(豊水),10,kg,2000,2443,244.3
果実,果実,日本なし(豊水),10,kg,2001,2149,214.9
果実,果実,日本なし(豊水),10,kg,2002,2211,221.1
果実,果実,日本なし(豊水),10,kg,2003,2278,227.8
果実,果実,日本なし(豊水),10,kg,2004,2194,219.4
果実,果実,日本なし(豊水),10,kg,2005,1969,196.9
果実,果実,日本なし(豊水),10,kg,2006,2559,255.9
果実,果実,日本なし(豊水),10,kg,2007,2648,264.8
果実,果実,日本なし(豊水),10,kg,2008,2019,201.9
果実,果実,日本なし(豊水),10,kg,2009,1854,185.4
果実,果実,日本なし(豊水),10,kg,2010,2977,297.7
果実,果実,日本なし(豊水),10,kg,2011,2146,214.6
果実,果実,日本なし(豊水),10,kg,2012,2571,257.1
果実,果実,日本なし(豊水),10,kg,2013,2149,214.9
果実,果実,日本なし(豊水),10,kg,2014,2192,219.2
果実,果実,日本なし(豊水),10,kg,2015,2286,228.6
果実,果実,日本なし(豊水),10,kg,2016,2319,231.9
果実,果実,日本なし(豊水),10,kg,2017,2402,240.2
果実,果実,日本なし(豊水),10,kg,2018,2451,245.1
果実,果実,日本なし(豊水),10,kg,2019,2847,284.7
果実,果物類,日本なし(豊水),10,kg,2020,4330,433
果実,果物類,日本なし(豊水),10,kg,2021,3285,328.5
果実,果実,ぶどう(マスカットベリー),4,kg,1991,2952,738
果実,果実,ぶどう(マスカットベリー),4,kg,1992,2428,607
果実,果実,ぶどう(マスカットベリー),4,kg,1993,1699,424.75
果実,果実,ぶどう(マスカットベリー),4,kg,1994,2338,584.5
果実,果実,ぶどう(マスカットベリー),4,kg,1995,2137,534.25
果実,果実,ぶどう(マスカットベリー),4,kg,1996,1816,454
果実,果実,ぶどう(マスカットベリー),4,kg,1997,2201,550.25
果実,果実,ぶどう(マスカットベリー),4,kg,1998,2174,543.5
果実,果実,ぶどう(マスカットベリー),4,kg,1999,2184,546
穀類,米,もち玄米,60,kg,2000,15690,261.5
穀類,米,もち玄米,60,kg,2001,14640,244
穀類,米,もち玄米,60,kg,2002,14580,243
穀類,米,もち玄米,60,kg,2003,20820,347
穀類,米,もち玄米,60,kg,2004,16990,283.1666667
穀類,米,もち玄米,60,kg,2005,13980,233
穀類,米,もち玄米,60,kg,2006,12900,215
穀類,米,もち玄米,60,kg,2007,12200,203.3333333
穀類,米,もち玄米,60,kg,2008,13150,219.1666667
穀類,米,もち玄米,60,kg,2009,14130,235.5
穀類,米,もち玄米,60,kg,2010,13790,229.8333333
穀類,米,もち玄米,60,kg,2011,13720,228.6666667
穀類,米,もち玄米,60,kg,2012,13180,219.6666667
穀類,米,もち玄米,60,kg,2013,13280,221.3333333
穀類,米,もち玄米,60,kg,2014,13320,222
穀類,米,もち玄米,60,kg,2015,13180,219.6666667
穀類,米,もち玄米,60,kg,2016,12620,210.3333333
穀類,米,もち玄米,60,kg,2017,11460,191
穀類,米,もち玄米,60,kg,2018,12290,204.8333333
穀類,米,もち玄米,60,kg,2019,12990,216.5
穀類,米,もち玄米,60,kg,2020,13010,216.8333333
穀類,米,もち玄米,60,kg,2021,12710,211.8333333
穀類,米,もち白米,10,kg,2000,4053,405.3
穀類,米,もち白米,10,kg,2001,3897,389.7
穀類,米,もち白米,10,kg,2002,3839,383.9
穀類,米,もち白米,10,kg,2003,5250,525
穀類,米,もち白米,10,kg,2004,4816,481.6
穀類,米,もち白米,10,kg,2005,3868,386.8
穀類,米,もち白米,10,kg,2006,3646,364.6
穀類,米,もち白米,10,kg,2007,3481,348.1
穀類,米,もち白米,10,kg,2008,3690,369
穀類,米,もち白米,10,kg,2009,3669,366.9
穀類,米,もち白米,10,kg,2010,3662,366.2
穀類,米,もち白米,10,kg,2011,3481,348.1
穀類,米,もち白米,10,kg,2012,3523,352.3
穀類,米,もち白米,10,kg,2013,3483,348.3
穀類,米,もち白米,10,kg,2014,3475,347.5
穀類,米,もち白米,10,kg,2015,3682,368.2
穀類,米,もち白米,10,kg,2016,3674,367.4
穀類,米,もち白米,10,kg,2017,3600,360
穀類,米,もち白米,10,kg,2018,3731,373.1
穀類,米,もち白米,10,kg,2019,3834,383.4
穀類,米,もち白米,10,kg,2020,3786,378.6
穀類,米,もち白米,10,kg,2021,3573,357.3
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2000,972,194.4
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2001,1122,224.4
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2002,1244,248.8
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2003,1158,231.6
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2004,1300,260
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2005,1134,226.8
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2006,1253,250.6
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2007,1226,245.2
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2008,1320.5,264.1
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2009,1147.52,229.504
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2010,1435,287
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2011,1160,232
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2012,1293,258.6
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2013,1226,245.2
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2014,1229,245.8
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2015,1383,276.6
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2016,1546,309.2
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2017,1510,302
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2018,1713,342.6
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2019,1401,280.2
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2020,1486,297.2
野菜,葉茎菜,ねぎ(白ねぎ),5,kg,2021,1541,308.2
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2000,1460,292
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2001,1779,355.8
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2002,1707,341.4
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2003,2015,403
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2004,2308,461.6
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2005,1990,398
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2006,2192,438.4
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2007,2646,529.2
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2008,2533,506.6
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2009,2457,491.4
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2010,2791,558.2
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2011,2248,449.6
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2012,2334,466.8
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2013,2341,468.2
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2014,2279,455.8
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2015,2826,565.2
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2016,3231,646.2
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2017,2755,551
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2018,3219,643.8
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2019,2406,481.2
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2020,2582,516.4
野菜,葉茎菜,ねぎ(青ねぎ),5,kg,2021,2585,517
野菜,葉茎菜,こまつな,1,kg,2000,315,315
野菜,葉茎菜,こまつな,1,kg,2001,310,310
野菜,葉茎菜,こまつな,1,kg,2002,311,311
野菜,葉茎菜,こまつな,1,kg,2003,299,299
野菜,葉茎菜,こまつな,1,kg,2004,339,339
野菜,葉茎菜,こまつな,1,kg,2005,250,250
野菜,葉茎菜,こまつな,1,kg,2006,257,257
野菜,葉茎菜,こまつな,1,kg,2007,247,247
野菜,葉茎菜,こまつな,1,kg,2008,238,238
野菜,葉茎菜,こまつな,1,kg,2009,208,208
野菜,葉茎菜,こまつな,1,kg,2010,275,275
野菜,葉茎菜,こまつな,1,kg,2011,242,242
野菜,葉茎菜,こまつな,1,kg,2012,256,256
野菜,葉茎菜,こまつな,1,kg,2013,257,257
野菜,葉茎菜,こまつな,1,kg,2014,225,225
野菜,葉茎菜,こまつな,1,kg,2015,282,282
野菜,葉茎菜,こまつな,1,kg,2016,308,308
野菜,葉茎菜,こまつな,1,kg,2017,282,282
野菜,葉茎菜,こまつな,1,kg,2018,289,289
野菜,葉茎菜,こまつな,1,kg,2019,257,257
野菜,葉茎菜,こまつな,1,kg,2020,252,252
野菜,葉茎菜,こまつな,1,kg,2021,228,228
野菜,葉茎菜,チンゲンサイ,2,kg,2000,520,260
野菜,葉茎菜,チンゲンサイ,2,kg,2001,481,240.5
野菜,葉茎菜,チンゲンサイ,2,kg,2002,390,195
野菜,葉茎菜,チンゲンサイ,2,kg,2003,476,238
野菜,葉茎菜,チンゲンサイ,2,kg,2004,499,249.5
野菜,葉茎菜,チンゲンサイ,2,kg,2005,409,204.5
野菜,葉茎菜,チンゲンサイ,2,kg,2006,389,194.5
野菜,葉茎菜,チンゲンサイ,2,kg,2007,327,163.5
野菜,葉茎菜,チンゲンサイ,2,kg,2008,393,196.5
野菜,葉茎菜,チンゲンサイ,2,kg,2009,365,182.5
野菜,葉茎菜,チンゲンサイ,2,kg,2010,468,234
野菜,葉茎菜,チンゲンサイ,2,kg,2011,397,198.5
野菜,葉茎菜,チンゲンサイ,2,kg,2012,410,205
野菜,葉茎菜,チンゲンサイ,2,kg,2013,416,208
野菜,葉茎菜,チンゲンサイ,2,kg,2014,389,194.5
野菜,葉茎菜,チンゲンサイ,2,kg,2015,452,226
野菜,葉茎菜,チンゲンサイ,2,kg,2016,475,237.5
野菜,葉茎菜,チンゲンサイ,2,kg,2017,450,225
野菜,葉茎菜,チンゲンサイ,2,kg,2018,504,252
野菜,葉茎菜,チンゲンサイ,2,kg,2019,428,214
野菜,葉茎菜,チンゲンサイ,2,kg,2020,433,216.5
野菜,葉茎菜,チンゲンサイ,2,kg,2021,374,187
果実,果実,ぶどう(ピオーネ),5,kg,2000,4153,830.6
果実,果実,ぶどう(ピオーネ),5,kg,2001,4526,905.2
果実,果実,ぶどう(ピオーネ),5,kg,2002,4665,933
果実,果実,ぶどう(ピオーネ),5,kg,2003,4488,897.6
果実,果実,ぶどう(ピオーネ),5,kg,2004,4965,993
果実,果実,ぶどう(ピオーネ),5,kg,2005,5161,1032.2
果実,果実,ぶどう(ピオーネ),5,kg,2006,4777,955.4
果実,果実,ぶどう(ピオーネ),5,kg,2007,4955,991
果実,果実,ぶどう(ピオーネ),5,kg,2008,5202,1040.4
果実,果実,ぶどう(ピオーネ),5,kg,2009,4974,994.8
果実,果実,ぶどう(ピオーネ),5,kg,2010,4454,890.8
果実,果実,ぶどう(ピオーネ),5,kg,2011,4428,885.6
果実,果実,ぶどう(ピオーネ),5,kg,2012,3867,773.4
果実,果実,ぶどう(ピオーネ),5,kg,2013,4241,848.2
果実,果実,ぶどう(ピオーネ),5,kg,2014,4207,841.4
果実,果実,ぶどう(ピオーネ),5,kg,2015,4368,873.6
果実,果実,ぶどう(ピオーネ),5,kg,2016,4998,999.6
果実,果実,ぶどう(ピオーネ),5,kg,2017,5252,1050.4
果実,果実,ぶどう(ピオーネ),5,kg,2018,5605,1121
果実,果実,ぶどう(ピオーネ),5,kg,2019,6447,1289.4
果実,果物類,ぶどう(ピオーネ),5,kg,2020,6871,1374.2
果実,果物類,ぶどう(ピオーネ),5,kg,2021,7103,1420.6
果実,果実,おうとう,2,kg,2000,2925,1462.5
果実,果実,おうとう,2,kg,2001,2604,1302
果実,果実,おうとう,2,kg,2002,2780,1390
果実,果実,おうとう,2,kg,2003,2931,1465.5
果実,果実,おうとう,2,kg,2004,3663,1831.5
果実,果実,おうとう,2,kg,2005,3475,1737.5
果実,果実,おうとう,2,kg,2006,3157,1578.5
果実,果実,おうとう,2,kg,2007,3866,1933
果実,果実,おうとう,2,kg,2008,4205,2102.5
果実,果実,おうとう,2,kg,2009,3781,1890.5
果実,果実,おうとう,2,kg,2010,3247,1623.5
果実,果実,おうとう,2,kg,2011,2855,1427.5
果実,果実,おうとう,2,kg,2012,3070,1535
果実,果実,おうとう,2,kg,2013,3646,1823
果実,果実,おうとう,2,kg,2014,3538,1769
果実,果実,おうとう,2,kg,2015,4501,2250.5
果実,果実,おうとう,2,kg,2016,3771,1885.5
果実,果実,おうとう,2,kg,2017,3534,1767
果実,果実,おうとう,2,kg,2018,2798,1399
果実,果実,おうとう,2,kg,2019,3378,1689
果実,果物類,おうとう,2,kg,2020,3564,1782
果実,果物類,おうとう,2,kg,2021,4772,2386
果実,果実,すもも,5.6,kg,2000,2892,516.4285714
果実,果実,すもも,5.6,kg,2001,2550,455.3571429
果実,果実,すもも,5.6,kg,2002,2009,358.75
果実,果実,すもも,5.6,kg,2003,2260,403.5714286
果実,果実,すもも,5.6,kg,2004,2135,381.25
果実,果実,すもも,5.6,kg,2005,2127,379.8214286
果実,果実,すもも,5.6,kg,2006,2408,430
果実,果実,すもも,5.6,kg,2007,2294,409.6428571
果実,果実,すもも,5.6,kg,2008,2051,366.25
果実,果実,すもも,5.6,kg,2009,2316,413.5714286
果実,果実,すもも,5.6,kg,2010,2596,463.5714286
果実,果実,すもも,5.6,kg,2011,2381,425.1785714
果実,果実,すもも,5.6,kg,2012,2257,403.0357143
果実,果実,すもも,5.6,kg,2013,2357,420.8928571
果実,果実,すもも,5.6,kg,2014,2275,406.25
果実,果実,すもも,5.6,kg,2015,2454,438.2142857
果実,果実,すもも,5.6,kg,2016,2403,429.1071429
果実,果実,すもも,5.6,kg,2017,2953,527.3214286
果実,果実,すもも,5.6,kg,2018,2904,518.5714286
果実,果実,すもも,5.6,kg,2019,3225,575.8928571
果実,果物類,すもも,5.6,kg,2020,3416,610
果実,果物類,すもも,5.6,kg,2021,3311,591.25
果実,果実,しらぬい(デコポン),5,kg,2000,1967,393.4
果実,果実,しらぬい(デコポン),5,kg,2001,2009,401.8
果実,果実,しらぬい(デコポン),5,kg,2002,1840,368
果実,果実,しらぬい(デコポン),5,kg,2003,2204,440.8
果実,果実,しらぬい(デコポン),5,kg,2004,2194,438.8
果実,果実,しらぬい(デコポン),5,kg,2005,2101,420.2
果実,果実,しらぬい(デコポン),5,kg,2006,2003,400.6
果実,果実,しらぬい(デコポン),5,kg,2007,2484,496.8
果実,果実,しらぬい(デコポン),5,kg,2008,1597,319.4
果実,果実,しらぬい(デコポン),5,kg,2009,1636,327.2
果実,果実,しらぬい(デコポン),5,kg,2010,1221,244.2
果実,果実,しらぬい(デコポン),5,kg,2011,1606,321.2
果実,果実,しらぬい(デコポン),5,kg,2012,1570,314
果実,果実,しらぬい(デコポン),5,kg,2013,1633,326.6
果実,果実,しらぬい(デコポン),5,kg,2014,1495,299
果実,果実,しらぬい(デコポン),5,kg,2015,1666,333.2
果実,果実,しらぬい(デコポン),5,kg,2016,1815,363
果実,果実,しらぬい(デコポン),5,kg,2017,1722,344.4
果実,果実,しらぬい(デコポン),5,kg,2018,1771,354.2
果実,果実,しらぬい(デコポン),5,kg,2019,1776,355.2
果実,果物類,しらぬい(デコポン),5,kg,2020,1802,360.4
果実,果物類,しらぬい(デコポン),5,kg,2021,1829,365.8
果実,果実,パインアップル,10,kg,2000,892,89.2
果実,果実,パインアップル,10,kg,2001,892,89.2
果実,果実,パインアップル,10,kg,2002,820,82
果実,果実,パインアップル,10,kg,2003,847,84.7
果実,果実,パインアップル,10,kg,2004,846,84.6
果実,果実,パインアップル,10,kg,2005,777.25,77.725
果実,果実,パインアップル,10,kg,2006,998.25,99.825
果実,果実,パインアップル,10,kg,2007,1216,121.6
果実,果実,パインアップル,10,kg,2008,875,87.5
果実,果実,パインアップル,10,kg,2009,875,87.5
果実,果実,パインアップル,10,kg,2010,828,82.8
果実,果実,パインアップル,10,kg,2011,778,77.8
果実,果実,パインアップル,10,kg,2012,910,91
果実,果実,パインアップル,10,kg,2013,1039,103.9
果実,果実,パインアップル,10,kg,2014,1116,111.6
果実,果実,パインアップル,10,kg,2015,1410,141
果実,果実,パインアップル,10,kg,2016,1467,146.7
果実,果実,パインアップル,10,kg,2017,1495,149.5
果実,果実,パインアップル,10,kg,2018,1511,151.1
果実,果実,パインアップル,10,kg,2019,1545,154.5
果実,果物類,パインアップル,10,kg,2020,1545,154.5
果実,果物類,パインアップル,10,kg,2021,1530,153
花き,花き,カスミソウ(切花),100,本,2000,7709,77.09
花き,花き,カスミソウ(切花),100,本,2001,8405,84.05
花き,花き,カスミソウ(切花),100,本,2002,8285,82.85
花き,花き,カスミソウ(切花),100,本,2003,8104,81.04
花き,花き,カスミソウ(切花),100,本,2004,8536,85.36
花き,花き,カスミソウ(切花),100,本,2005,7758,77.58
花き,花き,カスミソウ(切花),100,本,2006,7326,73.26
花き,花き,カスミソウ(切花),100,本,2007,11080,110.8
花き,花き,カスミソウ(切花),100,本,2008,9816,98.16
花き,花き,カスミソウ(切花),100,本,2009,9473,94.73
花き,花き,カスミソウ(切花),100,本,2010,9594,95.94
花き,花き,カスミソウ(切花),100,本,2011,8971,89.71
花き,花き,カスミソウ(切花),100,本,2012,11650,116.5
花き,花き,カスミソウ(切花),100,本,2013,9960,99.6
花き,花き,カスミソウ(切花),100,本,2014,11740,117.4
花き,花き,カスミソウ(切花),100,本,2015,11180,111.8
花き,花き,カスミソウ(切花),100,本,2016,13210,132.1
花き,花き,カスミソウ(切花),100,本,2017,12740,127.4
花き,花き,カスミソウ(切花),100,本,2018,12190,121.9
花き,花き,カスミソウ(切花),100,本,2019,13110,131.1
花き,切花,カスミソウ(切花),100,本,2020,11830,118.3
花き,切花,カスミソウ(切花),100,本,2021,13090,130.9
花き,花き,りんどう(切花),100,本,2000,4541,45.41
花き,花き,りんどう(切花),100,本,2001,4272,42.72
花き,花き,りんどう(切花),100,本,2002,4514,45.14
花き,花き,りんどう(切花),100,本,2003,4226,42.26
花き,花き,りんどう(切花),100,本,2004,4147,41.47
花き,花き,りんどう(切花),100,本,2005,4075,40.75
花き,花き,りんどう(切花),100,本,2006,4316,43.16
花き,花き,りんどう(切花),100,本,2007,3293,32.93
花き,花き,りんどう(切花),100,本,2008,3384,33.84
花き,花き,りんどう(切花),100,本,2009,3592,35.92
花き,花き,りんどう(切花),100,本,2010,5156,51.56
花き,花き,りんどう(切花),100,本,2011,5013,50.13
花き,花き,りんどう(切花),100,本,2012,4988,49.88
花き,花き,りんどう(切花),100,本,2013,4466,44.66
花き,花き,りんどう(切花),100,本,2014,4659,46.59
花き,花き,りんどう(切花),100,本,2015,4538,45.38
花き,花き,りんどう(切花),100,本,2016,4560,45.6
花き,花き,りんどう(切花),100,本,2017,4138,41.38
花き,花き,りんどう(切花),100,本,2018,4441,44.41
花き,花き,りんどう(切花),100,本,2019,4816,48.16
花き,切花,りんどう(切花),100,本,2020,4898,48.98
花き,切花,りんどう(切花),100,本,2021,5104,51.04
花き,花き,チューリップ(切花),100,本,2000,4637,46.37
花き,花き,チューリップ(切花),100,本,2001,4694,46.94
花き,花き,チューリップ(切花),100,本,2002,5725,57.25
花き,花き,チューリップ(切花),100,本,2003,5663,56.63
花き,花き,チューリップ(切花),100,本,2004,5639,56.39
花き,花き,チューリップ(切花),100,本,2005,5418,54.18
花き,花き,チューリップ(切花),100,本,2006,5306,53.06
花き,花き,チューリップ(切花),100,本,2007,5547,55.47
花き,花き,チューリップ(切花),100,本,2008,4940,49.4
花き,花き,チューリップ(切花),100,本,2009,4523,45.23
花き,花き,チューリップ(切花),100,本,2010,4996,49.96
花き,花き,チューリップ(切花),100,本,2011,4697,46.97
花き,花き,チューリップ(切花),100,本,2012,5749,57.49
花き,花き,チューリップ(切花),100,本,2013,4859,48.59
花き,花き,チューリップ(切花),100,本,2014,5605,56.05
花き,花き,チューリップ(切花),100,本,2015,5822,58.22
花き,花き,チューリップ(切花),100,本,2016,6013,60.13
花き,花き,チューリップ(切花),100,本,2017,5555,55.55
花き,花き,チューリップ(切花),100,本,2018,5719,57.19
花き,花き,チューリップ(切花),100,本,2019,5796,57.96
花き,切花,チューリップ(切花),100,本,2020,5577,55.77
花き,切花,チューリップ(切花),100,本,2021,6679,66.79
花き,花き,ゆり(切花),100,本,2000,11230,112.3
花き,花き,ゆり(切花),100,本,2001,11430,114.3
花き,花き,ゆり(切花),100,本,2002,12480,124.8
花き,花き,ゆり(切花),100,本,2003,13020,130.2
花き,花き,ゆり(切花),100,本,2004,13130,131.3
花き,花き,ゆり(切花),100,本,2005,14700,147
花き,花き,ゆり(切花),100,本,2006,13390,133.9
花き,花き,ゆり(切花),100,本,2007,17360,173.6
花き,花き,ゆり(切花),100,本,2008,16190,161.9
花き,花き,ゆり(切花),100,本,2009,15970,159.7
花き,花き,ゆり(切花),100,本,2010,17170,171.7
花き,花き,ゆり(切花),100,本,2011,16650,166.5
花き,花き,ゆり(切花),100,本,2012,17200,172
花き,花き,ゆり(切花),100,本,2013,16110,161.1
花き,花き,ゆり(切花),100,本,2014,16350,163.5
花き,花き,ゆり(切花),100,本,2015,16920,169.2
花き,花き,ゆり(切花),100,本,2016,16960,169.6
花き,花き,ゆり(切花),100,本,2017,17210,172.1
花き,花き,ゆり(切花),100,本,2018,18050,180.5
花き,花き,ゆり(切花),100,本,2019,18560,185.6
花き,切花,ゆり(切花),100,本,2020,17380,173.8
花き,切花,ゆり(切花),100,本,2021,19320,193.2
花き,花き,トルコギキョウ(切花),100,本,2000,9668,96.68
花き,花き,トルコギキョウ(切花),100,本,2001,9892,98.92
花き,花き,トルコギキョウ(切花),100,本,2002,11070,110.7
花き,花き,トルコギキョウ(切花),100,本,2003,11070,110.7
花き,花き,トルコギキョウ(切花),100,本,2004,11150,111.5
花き,花き,トルコギキョウ(切花),100,本,2005,10350,103.5
花き,花き,トルコギキョウ(切花),100,本,2006,10740,107.4
花き,花き,トルコギキョウ(切花),100,本,2007,10380,103.8
